17961_locus	17978_locus	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
I5593_01860	ACX60_01935	100.000	607	0	0	1	607	1	607	0.0	1269
I5593_01865	ACX60_01940	97.914	767	16	0	1	767	1	767	0.0	1542
I5593_01870	ACX60_01945	98.473	262	4	0	1	262	1	262	0.0	530
I5593_01875	ACX60_01950	100.000	316	0	0	1	316	1	316	0.0	658
I5593_01880	ACX60_01955	100.000	200	0	0	1	200	1	200	2.80e-151	414
I5593_01885	ACX60_01960	99.842	634	1	0	1	634	1	634	0.0	1319
I5593_01890	ACX60_01965	99.638	276	1	0	1	276	1	276	0.0	568
I5593_01895	ACX60_01970	95.122	615	1	1	1	586	1	615	0.0	1154
I5593_01900	ACX60_01975	98.214	56	1	0	6	61	1	56	2.83e-37	115
I5593_01905	ACX60_01980	100.000	272	0	0	1	272	1	272	0.0	551
I5593_01910	ACX60_01985	100.000	258	0	0	1	258	1	258	0.0	508
I5593_01915	ACX60_01990	100.000	226	0	0	1	226	1	226	1.07e-166	455
I5593_01920	ACX60_01995	99.531	213	1	0	1	213	1	213	6.23e-159	434
I5593_01925	ACX60_02000	100.000	95	0	0	1	95	1	95	4.26e-67	193
I5593_01930	ACX60_02005	100.000	337	0	0	1	337	1	337	0.0	689
I5593_01935	ACX60_02010	98.964	193	2	0	1	193	1	193	1.82e-143	394
I5593_01940	ACX60_02015	99.248	133	1	0	1	133	1	133	4.43e-96	269
I5593_01945	ACX60_02020	98.578	211	3	0	1	211	1	211	4.42e-155	425
I5593_01950	ACX60_02025	100.000	681	0	0	1	681	1	681	0.0	1400
I5593_01955	ACX60_02030	99.262	271	2	0	1	271	1	271	0.0	559
I5593_01960	ACX60_02035	99.085	328	3	0	1	328	1	328	0.0	677
I5593_01965	ACX60_02040	99.883	857	1	0	1	857	1	857	0.0	1759
I5593_01970	ACX60_02045	100.000	290	0	0	1	290	1	290	0.0	603
I5593_01975	ACX60_02050	99.525	421	2	0	1	421	1	421	0.0	840
I5593_01980	ACX60_02055	99.683	315	1	0	2	316	1	315	0.0	651
I5593_01985	ACX60_02060	99.225	258	2	0	1	258	1	258	0.0	529
I5593_01990	ACX60_02065	99.310	145	1	0	1	145	1	145	1.76e-107	299
I5593_01995	ACX60_02070	100.000	254	0	0	1	254	1	254	0.0	521
I5593_02005	ACX60_02075	99.806	515	1	0	1	515	1	515	0.0	1042
I5593_02010	ACX60_02080	99.747	396	1	0	1	396	1	396	0.0	823
I5593_02015	ACX60_02085	100.000	242	0	0	1	242	1	242	0.0	503
I5593_02020	ACX60_02090	100.000	103	0	0	1	103	1	103	3.50e-74	211
I5593_02025	ACX60_02095	100.000	212	0	0	1	212	1	212	8.94e-153	419
I5593_02030	ACX60_02100	100.000	200	0	0	1	200	1	200	6.35e-148	405
I5593_02035	ACX60_02105	100.000	106	0	0	1	106	1	106	1.97e-73	210
I5593_02040	ACX60_02110	100.000	274	0	0	1	274	1	274	0.0	557
I5593_02045	ACX60_02115	100.000	91	0	0	1	91	1	91	9.29e-65	187
I5593_02050	ACX60_02120	100.000	109	0	0	1	109	1	109	6.75e-76	216
I5593_02055	ACX60_02125	100.000	250	0	0	1	250	1	250	0.0	502
I5593_02060	ACX60_02130	100.000	137	0	0	1	137	1	137	3.96e-99	277
I5593_02065	ACX60_02135	100.000	65	0	0	1	65	1	65	2.70e-42	128
I5593_02070	ACX60_02140	100.000	85	0	0	1	85	1	85	4.90e-58	169
I5593_02075	ACX60_02145	100.000	122	0	0	1	122	1	122	4.80e-87	245
I5593_02080	ACX60_02150	100.000	105	0	0	1	105	1	105	2.01e-71	204
I5593_02085	ACX60_02155	100.000	178	0	0	1	178	1	178	4.17e-130	359
I5593_02090	ACX60_02160	100.000	101	0	0	1	101	1	101	7.98e-73	208
I5593_02095	ACX60_02165	100.000	131	0	0	1	131	1	131	7.91e-94	263
I5593_02100	ACX60_02170	100.000	177	0	0	1	177	1	177	1.54e-128	355
I5593_02105	ACX60_02175	100.000	116	0	0	1	116	1	116	1.42e-81	231
I5593_02110	ACX60_02180	100.000	165	0	0	1	165	1	165	1.41e-118	328
I5593_02115	ACX60_02185	100.000	58	0	0	1	58	1	58	2.57e-39	120
I5593_02120	ACX60_02190	100.000	146	0	0	1	146	1	146	4.06e-100	280
I5593_02125	ACX60_02195	100.000	439	0	0	1	439	12	450	0.0	881
I5593_02130	ACX60_02200	100.000	38	0	0	1	38	1	38	3.62e-22	75.5
I5593_02135	ACX60_02205	100.000	118	0	0	1	118	1	118	3.59e-84	238
I5593_02140	ACX60_02210	100.000	128	0	0	1	128	1	128	6.84e-93	261
I5593_02145	ACX60_02215	100.000	208	0	0	1	208	1	208	5.81e-155	424
I5593_02150	ACX60_02220	100.000	335	0	0	1	335	1	335	0.0	676
I5593_02155	ACX60_02225	100.000	125	0	0	1	125	1	125	1.19e-89	252
I5593_02160	ACX60_02230	99.798	496	1	0	1	496	1	496	0.0	1032
I5593_02165	ACX60_02235	99.231	390	3	0	1	390	1	390	0.0	812
I5593_02170	ACX60_02240	100.000	85	0	0	1	85	1	85	2.01e-59	173
I5593_02175	ACX60_02245	96.124	129	5	0	1	129	1	129	2.15e-86	244
I5593_02180	ACX60_02250	100.000	361	0	0	1	361	1	361	0.0	747
I5593_02185	ACX60_02255	99.468	188	1	0	1	188	1	188	8.16e-138	379
I5593_02190	ACX60_02260	99.726	731	2	0	1	731	1	731	0.0	1479
I5593_02195	ACX60_02265	97.902	143	3	0	1	143	1	143	2.56e-98	276
I5593_02200	ACX60_02270	98.551	69	1	0	1	69	1	69	2.43e-47	141
I5593_02205	ACX60_02275	99.561	684	3	0	1	684	1	684	0.0	1410
I5593_02210	ACX60_02280	99.752	805	2	0	1	805	1	805	0.0	1664
I5593_02230	ACX60_02300	97.462	197	5	0	1	197	1	197	5.50e-143	393
I5593_02235	ACX60_02305	97.150	807	4	1	1	807	1	788	0.0	1345
I5593_02245	ACX60_02315	99.130	230	2	0	1	230	1	230	6.87e-169	461
I5593_02250	ACX60_02320	100.000	165	0	0	1	165	1	165	1.93e-120	333
I5593_02255	ACX60_02325	99.057	212	2	0	1	212	1	212	2.89e-159	436
I5593_02260	ACX60_02330	97.727	264	6	0	1	264	1	264	0.0	542
I5593_02265	ACX60_02335	98.355	304	5	0	1	304	1	304	0.0	592
I5593_02270	ACX60_02340	100.000	415	0	0	1	415	1	415	0.0	838
I5593_02275	ACX60_02345	100.000	197	0	0	1	197	1	197	1.78e-149	409
I5593_02280	ACX60_02350	100.000	191	0	0	1	191	1	191	5.02e-139	382
I5593_02285	ACX60_02355	99.578	237	1	0	1	237	1	237	2.99e-177	483
I5593_02290	ACX60_02360	98.655	223	3	0	1	223	1	223	5.45e-162	443
I5593_02295	ACX60_02365	98.980	294	3	0	1	294	1	294	0.0	592
I5593_02300	ACX60_02370	100.000	158	0	0	1	158	1	158	8.44e-115	318
I5593_02305	ACX60_02375	100.000	362	0	0	1	362	1	362	0.0	736
I5593_02310	ACX60_02380	99.793	483	1	0	1	483	1	483	0.0	1002
I5593_02315	ACX60_02385	100.000	647	0	0	1	647	1	647	0.0	1343
I5593_02320	ACX60_02390	100.000	220	0	0	1	220	1	220	2.59e-167	456
I5593_02325	ACX60_02395	100.000	328	0	0	1	328	1	328	0.0	670
I5593_02330	ACX60_02400	100.000	81	0	0	1	81	1	81	2.24e-55	162
I5593_02335	ACX60_02405	98.286	175	3	0	1	175	1	175	6.17e-127	350
I5593_02340	ACX60_02410	99.502	201	1	0	1	201	1	201	6.79e-153	418
I5593_02345	ACX60_02415	99.649	285	1	0	1	285	1	285	0.0	591
I5593_02350	ACX60_02420	100.000	277	0	0	1	277	1	277	0.0	565
I5593_02355	ACX60_02425	99.437	355	2	0	1	355	1	355	0.0	731
I5593_02385	ACX60_02455	96.552	116	4	0	1	116	1	116	1.37e-82	234
I5593_02390	ACX60_02460	97.861	187	4	0	1	187	1	187	2.63e-140	385
I5593_02395	ACX60_02465	98.450	387	6	0	1	387	1	387	0.0	793
I5593_02400	ACX60_02470	98.995	199	2	0	1	199	1	199	3.11e-148	406
I5593_02405	ACX60_02475	98.835	601	7	0	1	601	1	601	0.0	1220
I5593_02410	ACX60_02480	99.670	303	1	0	1	303	1	303	0.0	623
I5593_02415	ACX60_02485	98.883	537	6	0	1	537	1	537	0.0	1100
I5593_02420	ACX60_02490	99.740	385	1	0	1	385	1	385	0.0	799
I5593_02425	ACX60_02495	98.188	276	5	0	1	276	1	276	0.0	550
I5593_02430	ACX60_02500	97.829	645	14	0	1	645	1	645	0.0	1300
I5593_02455	ACX60_02505	98.624	218	3	0	1	218	1	218	1.42e-160	439
I5593_02460	ACX60_02510	99.296	142	1	0	1	142	1	142	5.81e-105	292
I5593_02465	ACX60_02515	99.078	217	2	0	1	217	1	217	9.58e-165	449
I5593_02470	ACX60_02520	100.000	128	0	0	1	128	1	128	4.30e-90	254
I5593_02475	ACX60_02525	100.000	142	0	0	1	142	1	142	1.28e-105	294
I5593_02480	ACX60_02530	98.765	324	4	0	4	327	1	324	0.0	647
I5593_02485	ACX60_02535	100.000	270	0	0	1	270	1	270	0.0	553
I5593_02490	ACX60_02540	98.925	279	3	0	1	279	1	279	0.0	575
I5593_02495	ACX60_02545	100.000	147	0	0	1	147	1	147	5.60e-108	300
I5593_02500	ACX60_02550	100.000	224	0	0	1	224	1	224	7.09e-162	443
I5593_02505	ACX60_02555	100.000	123	0	0	1	123	1	123	1.75e-85	241
I5593_02510	ACX60_02560	99.775	444	1	0	1	444	1	444	0.0	894
I5593_02515	ACX60_02565	100.000	269	0	0	1	269	1	269	0.0	556
I5593_02520	ACX60_02570	100.000	541	0	0	1	541	1	541	0.0	1121
I5593_02525	ACX60_02575	99.702	336	1	0	1	336	1	336	0.0	683
I5593_02530	ACX60_02580	100.000	159	0	0	1	159	1	159	9.53e-119	328
I5593_02535	ACX60_02585	100.000	407	0	0	1	407	1	407	0.0	837
I5593_02540	ACX60_02590	100.000	167	0	0	1	167	1	167	6.24e-124	342
I5593_02570	ACX60_02620	97.374	457	12	0	1	457	1	457	0.0	924
I5593_02575	ACX60_02625	98.741	397	5	0	1	397	1	397	0.0	803
I5593_02580	ACX60_02630	100.000	111	0	0	1	111	1	111	6.17e-82	232
I5593_02585	ACX60_02635	99.664	298	1	0	1	298	1	298	0.0	623
I5593_02590	ACX60_02640	99.310	145	1	0	1	145	1	145	3.01e-107	298
I5593_02595	ACX60_02645	99.286	140	1	0	1	140	1	140	7.51e-104	289
I5593_02600	ACX60_02650	98.780	164	2	0	1	164	1	164	2.99e-121	335
I5593_02605	ACX60_02845	100.000	162	0	0	1	162	1	162	3.87e-119	330
I5593_02610	ACX60_02850	100.000	104	0	0	1	104	1	104	5.06e-75	214
I5593_02615	ACX60_02855	97.271	623	17	0	1	623	1	623	0.0	1257
I5593_02620	ACX60_02860	99.371	159	1	0	1	159	1	159	2.05e-114	318
I5593_02625	ACX60_02865	100.000	100	0	0	1	100	1	100	3.29e-73	209
I5593_02630	ACX60_02870	100.000	204	0	0	1	204	1	204	5.63e-148	406
I5593_02635	ACX60_02875	97.880	283	6	0	1	283	1	283	0.0	575
I5593_02640	ACX60_02880	100.000	303	0	0	1	303	1	303	0.0	616
I5593_02645	ACX60_02885	100.000	235	0	0	5	239	1	235	1.39e-175	479
I5593_02650	ACX60_02890	99.520	417	2	0	1	417	1	417	0.0	853
I5593_02655	ACX60_02895	99.688	320	1	0	2	321	1	320	0.0	644
I5593_02660	ACX60_02900	100.000	633	0	0	1	633	1	633	0.0	1287
I5593_02665	ACX60_02905	100.000	109	0	0	1	109	1	109	9.56e-77	218
I5593_02670	ACX60_02910	100.000	377	0	0	1	377	1	377	0.0	785
I5593_02675	ACX60_02915	97.884	189	4	0	1	189	1	189	6.49e-137	377
I5593_02680	ACX60_02920	98.538	342	5	0	1	342	1	342	0.0	696
I5593_02685	ACX60_02925	99.710	345	1	0	1	345	1	345	0.0	714
I5593_02695	ACX60_02975	99.763	422	1	0	1	422	1	422	0.0	875
I5593_02700	ACX60_02980	99.891	916	1	0	1	916	1	916	0.0	1876
I5593_02705	ACX60_02985	100.000	308	0	0	1	308	1	308	0.0	645
I5593_02710	ACX60_02990	98.983	295	3	0	1	295	1	295	0.0	605
I5593_02715	ACX60_03000	33.735	249	136	7	19	265	24	245	1.11e-38	132
I5593_02720	ACX60_03010	34.097	349	199	9	1	325	1	342	1.73e-49	165
I5593_02725	ACX60_02990	26.333	300	171	13	8	301	3	258	7.74e-11	58.9
I5593_02730	ACX60_17745	25.490	357	215	13	2	333	3	333	6.74e-17	77.4
I5593_02740	ACX60_17760	24.359	234	141	10	5	203	3	235	2.03e-12	63.2
I5593_02750	ACX60_13685	28.148	135	83	3	3	131	55	181	7.39e-08	50.1
I5593_02760	ACX60_03035	100.000	71	0	0	1	71	1	71	1.29e-48	144
I5593_02765	ACX60_03040	99.831	592	1	0	1	592	1	592	0.0	1217
I5593_02770	ACX60_03045	98.031	254	5	0	1	254	1	254	0.0	509
I5593_02775	ACX60_03050	99.566	691	3	0	1	691	1	691	0.0	1427
I5593_02780	ACX60_03055	98.973	487	5	0	1	487	1	487	0.0	1012
I5593_02785	ACX60_03060	99.324	148	1	0	1	148	1	148	5.75e-110	305
I5593_02790	ACX60_03065	98.425	127	2	0	1	127	1	127	6.04e-91	256
I5593_02795	ACX60_03070	99.375	160	1	0	1	160	1	160	4.29e-117	324
I5593_02800	ACX60_03075	99.831	593	1	0	1	593	1	593	0.0	1222
I5593_02805	ACX60_03080	100.000	600	0	0	1	600	1	600	0.0	1249
I5593_02810	ACX60_03085	100.000	126	0	0	1	126	1	126	4.33e-93	261
I5593_02815	ACX60_03090	100.000	552	0	0	1	552	1	552	0.0	1138
I5593_02820	ACX60_03095	100.000	228	0	0	1	228	1	228	2.16e-173	472
I5593_02825	ACX60_03100	99.583	480	2	0	1	480	1	480	0.0	1003
I5593_02830	ACX60_03105	100.000	390	0	0	1	390	1	390	0.0	811
I5593_02835	ACX60_03110	100.000	176	0	0	1	176	1	176	7.93e-133	365
I5593_02840	ACX60_03115	97.890	237	5	0	1	237	1	237	4.92e-174	475
I5593_02845	ACX60_03120	99.479	192	1	0	1	192	1	192	7.08e-143	392
I5593_02850	ACX60_03125	99.679	624	2	0	1	624	1	624	0.0	1261
I5593_02855	ACX60_03130	98.630	219	3	0	1	219	1	219	1.00e-163	447
I5593_02860	ACX60_03135	99.511	409	2	0	1	409	1	409	0.0	843
I5593_02865	ACX60_03140	95.882	170	7	0	1	170	1	170	1.15e-123	342
I5593_02870	ACX60_03145	100.000	331	0	0	1	331	1	331	0.0	691
I5593_02875	ACX60_03150	99.313	291	2	0	1	291	1	291	0.0	608
I5593_02880	ACX60_03155	99.713	349	1	0	1	349	1	349	0.0	712
I5593_02885	ACX60_03160	100.000	267	0	0	1	267	1	267	0.0	539
I5593_02890	ACX60_03165	100.000	298	0	0	1	298	1	298	0.0	621
I5593_02895	ACX60_03170	99.533	428	2	0	1	428	1	428	0.0	876
I5593_02900	ACX60_03175	99.719	356	1	0	1	356	1	356	0.0	679
I5593_02905	ACX60_03180	96.354	192	7	0	1	192	1	192	1.63e-142	391
I5593_02910	ACX60_03185	97.287	258	7	0	13	270	1	258	0.0	526
I5593_02915	ACX60_03190	99.061	213	2	0	1	213	1	213	7.03e-160	437
I5593_02920	ACX60_03195	99.779	907	2	0	1	907	1	907	0.0	1874
I5593_02925	ACX60_03200	100.000	147	0	0	1	147	1	147	2.27e-99	278
I5593_02930	ACX60_03205	99.771	436	1	0	1	436	1	436	0.0	859
I5593_02935	ACX60_03210	99.061	213	2	0	1	213	1	213	1.74e-153	421
I5593_02945	ACX60_03220	92.086	139	11	0	1	139	1	139	2.80e-95	268
I5593_02950	ACX60_03225	98.951	286	3	0	1	286	1	286	0.0	593
I5593_02955	ACX60_03230	100.000	84	0	0	1	84	1	84	1.38e-60	176
I5593_02960	ACX60_03235	99.297	711	5	0	1	711	1	711	0.0	1450
I5593_02965	ACX60_03240	99.751	401	1	0	1	401	1	401	0.0	812
I5593_02970	ACX60_03245	100.000	336	0	0	1	336	1	336	0.0	693
I5593_02975	ACX60_03250	99.462	372	2	0	1	372	1	372	0.0	761
I5593_02980	ACX60_03255	100.000	410	0	0	1	410	8	417	0.0	850
I5593_02985	ACX60_03260	100.000	801	0	0	1	801	1	801	0.0	1640
I5593_02990	ACX60_03265	100.000	547	0	0	1	547	1	547	0.0	1137
I5593_02995	ACX60_03270	100.000	161	0	0	1	161	1	161	9.33e-118	326
I5593_03000	ACX60_03275	100.000	117	0	0	1	117	1	117	7.06e-79	224
I5593_03005	ACX60_03280	98.639	147	2	0	1	147	1	147	9.13e-110	305
I5593_03010	ACX60_03285	99.744	391	1	0	1	391	1	391	0.0	793
I5593_03015	ACX60_03290	99.415	171	1	0	1	171	1	171	1.03e-127	352
I5593_03020	ACX60_03295	99.157	356	3	0	1	356	1	356	0.0	721
I5593_03025	ACX60_03300	100.000	52	0	0	1	52	1	52	3.99e-34	106
I5593_03030	ACX60_03305	98.753	401	5	0	1	401	1	401	0.0	822
I5593_03035	ACX60_03310	100.000	486	0	0	1	486	1	486	0.0	980
I5593_03040	ACX60_03315	97.033	337	10	0	1	337	1	337	0.0	679
I5593_03045	ACX60_03320	100.000	452	0	0	1	452	1	452	0.0	884
I5593_03050	ACX60_03325	100.000	611	0	0	1	611	1	611	0.0	1247
I5593_03055	ACX60_03330	100.000	143	0	0	1	143	1	143	8.50e-101	282
I5593_03060	ACX60_03335	98.291	117	2	0	1	117	1	117	3.24e-86	243
I5593_03065	ACX60_03340	98.958	96	1	0	1	96	1	96	6.65e-67	192
I5593_03070	ACX60_03345	100.000	274	0	0	1	274	1	274	0.0	569
I5593_03075	ACX60_03350	99.468	188	1	0	1	188	1	188	4.20e-141	387
I5593_03080	ACX60_03355	85.286	734	83	5	1	709	1	734	0.0	1261
I5593_03085	ACX60_03360	99.729	369	1	0	1	369	1	369	0.0	758
I5593_03090	ACX60_03365	99.349	307	2	0	1	307	1	307	0.0	591
I5593_03095	ACX60_03370	99.635	274	1	0	1	274	1	274	0.0	540
I5593_03100	ACX60_03375	99.576	236	1	0	1	236	1	236	2.26e-179	488
I5593_03105	ACX60_03380	99.583	240	1	0	1	240	1	240	0.0	497
I5593_03110	ACX60_03385	100.000	149	0	0	1	149	1	149	3.61e-112	311
I5593_03115	ACX60_03390	98.305	118	2	0	1	118	1	118	2.63e-82	233
I5593_03120	ACX60_03395	99.123	114	1	0	1	114	1	114	2.19e-81	231
I5593_03125	ACX60_03400	100.000	113	0	0	1	113	1	113	2.73e-81	230
I5593_03130	ACX60_03405	99.650	571	2	0	1	571	1	571	0.0	1175
I5593_03135	ACX60_03410	99.709	1032	3	0	1	1032	1	1032	0.0	2077
I5593_03140	ACX60_03415	99.462	372	2	0	1	372	1	372	0.0	740
I5593_03145	ACX60_03420	93.868	212	13	0	1	212	1	212	6.68e-139	384
I5593_03150	ACX60_03425	100.000	127	0	0	1	127	1	127	6.00e-94	263
I5593_03155	ACX60_03430	100.000	120	0	0	1	120	1	120	7.82e-87	245
I5593_03160	ACX60_03435	98.876	178	2	0	1	178	1	178	7.08e-134	368
I5593_03165	ACX60_03440	97.399	692	18	0	1	692	1	692	0.0	1358
I5593_03175	ACX60_03450	98.052	154	3	0	1	154	1	154	2.07e-113	315
I5593_03180	ACX60_16130	29.181	281	190	6	55	333	11	284	2.39e-28	112
I5593_03190	ACX60_03455	99.469	377	2	0	1	377	1	377	0.0	776
I5593_03195	ACX60_03460	100.000	46	0	0	2	47	1	46	1.58e-28	92.4
I5593_03200	ACX60_03465	97.351	302	8	0	1	302	1	302	0.0	606
I5593_03205	ACX60_03470	100.000	122	0	0	1	122	1	122	1.01e-84	239
I5593_03210	ACX60_03475	98.802	167	2	0	1	167	1	167	3.29e-126	348
I5593_03245	ACX60_03510	98.851	261	3	0	1	261	1	261	0.0	535
I5593_03250	ACX60_03515	98.821	848	10	0	1	848	1	848	0.0	1747
I5593_03255	ACX60_03520	100.000	191	0	0	1	191	1	191	4.28e-143	393
I5593_03260	ACX60_03525	99.859	707	1	0	18	724	1	707	0.0	1444
I5593_03265	ACX60_03530	99.505	404	2	0	1	404	1	404	0.0	800
I5593_03270	ACX60_03535	99.573	234	1	0	1	234	1	234	6.93e-179	487
I5593_03275	ACX60_03540	97.015	67	2	0	1	67	1	67	1.68e-45	136
I5593_03285	ACX60_03545	100.000	491	0	0	1	491	1	491	0.0	988
I5593_03290	ACX60_03550	99.678	311	1	0	1	311	13	323	0.0	635
I5593_03295	ACX60_03555	100.000	411	0	0	1	411	1	411	0.0	833
I5593_03300	ACX60_03560	80.605	397	77	0	1	397	1	397	0.0	671
I5593_03305	ACX60_03570	97.590	249	6	0	1	249	1	249	0.0	505
I5593_03310	ACX60_03575	97.183	355	10	0	1	355	1	355	0.0	717
I5593_03315	ACX60_03580	100.000	172	0	0	1	172	1	172	5.24e-127	350
I5593_03320	ACX60_03585	96.354	192	7	0	1	192	1	192	3.75e-143	393
I5593_03325	ACX60_03590	99.796	489	1	0	1	489	1	489	0.0	1000
I5593_03330	ACX60_03595	99.187	492	4	0	1	492	1	492	0.0	1004
I5593_03335	ACX60_03600	100.000	104	0	0	1	104	1	104	8.66e-75	213
I5593_03340	ACX60_03605	100.000	346	0	0	1	346	1	346	0.0	692
I5593_03345	ACX60_03610	100.000	285	0	0	1	285	1	285	0.0	588
I5593_03350	ACX60_03615	100.000	162	0	0	1	162	1	162	3.59e-117	325
I5593_03355	ACX60_03620	98.925	186	2	0	1	186	1	186	3.15e-137	377
I5593_03360	ACX60_03625	100.000	484	0	0	1	484	1	484	0.0	996
I5593_03365	ACX60_03630	100.000	57	0	0	1	57	1	57	9.05e-39	119
I5593_03370	ACX60_03635	99.783	461	1	0	1	461	1	461	0.0	950
I5593_03375	ACX60_03640	100.000	244	0	0	1	244	1	244	0.0	511
I5593_03380	ACX60_03645	100.000	205	0	0	1	205	1	205	2.72e-156	427
I5593_03385	ACX60_03650	83.300	503	57	2	1	476	1	503	0.0	838
I5593_03390	ACX60_03655	98.707	232	3	0	1	232	1	232	7.36e-175	476
I5593_03395	ACX60_03660	95.930	344	14	0	1	344	1	344	0.0	686
I5593_03400	ACX60_03665	99.091	330	3	0	1	330	1	330	0.0	682
I5593_03405	ACX60_03670	99.624	266	1	0	1	266	1	266	0.0	546
I5593_03410	ACX60_03675	100.000	272	0	0	1	272	1	272	0.0	534
I5593_03415	ACX60_03680	99.327	297	2	0	1	297	1	297	0.0	607
I5593_03420	ACX60_03685	99.699	332	1	0	1	332	1	332	0.0	681
I5593_03425	ACX60_03690	99.313	291	2	0	1	291	1	291	0.0	597
I5593_03435	ACX60_03700	99.557	451	2	0	1	451	1	451	0.0	893
I5593_03440	ACX60_03705	99.241	395	3	0	1	395	1	395	0.0	801
I5593_03445	ACX60_03710	99.670	303	1	0	1	303	1	303	0.0	617
I5593_03450	ACX60_03715	100.000	122	0	0	1	122	1	122	1.17e-90	254
I5593_03455	ACX60_03720	99.648	284	1	0	1	284	1	284	0.0	574
I5593_03460	ACX60_03725	99.346	153	1	0	1	153	1	153	1.25e-109	305
I5593_03465	ACX60_03730	99.672	305	1	0	1	305	1	305	0.0	613
I5593_03470	ACX60_03735	99.519	208	1	0	1	208	1	208	1.89e-156	428
I5593_03475	ACX60_03740	97.831	415	9	0	1	415	1	415	0.0	813
I5593_03480	ACX60_03745	99.770	434	1	0	1	434	1	434	0.0	884
I5593_03485	ACX60_03750	99.271	549	4	0	1	549	1	549	0.0	1137
I5593_03490	ACX60_03755	100.000	224	0	0	1	224	1	224	1.12e-166	455
I5593_03495	ACX60_03760	99.775	444	1	0	1	444	1	444	0.0	910
I5593_03500	ACX60_03765	96.121	232	9	0	5	236	1	232	4.68e-169	462
I5593_03510	ACX60_03770	99.494	395	2	0	1	395	1	395	0.0	783
I5593_03515	ACX60_03775	97.959	294	6	0	1	294	1	294	0.0	588
I5593_03520	ACX60_03780	97.010	301	9	0	1	301	1	301	0.0	578
I5593_03525	ACX60_03785	94.675	338	18	0	1	338	1	338	0.0	571
I5593_03530	ACX60_03790	98.454	194	3	0	1	194	1	194	3.44e-142	390
I5593_03535	ACX60_03795	99.687	959	3	0	1	959	1	959	0.0	1982
I5593_03540	ACX60_03800	99.556	225	1	0	1	225	1	225	2.85e-169	462
I5593_03545	ACX60_03805	99.627	268	1	0	1	268	1	268	0.0	545
I5593_03550	ACX60_03810	99.306	144	1	0	1	144	1	144	1.57e-108	301
I5593_03555	ACX60_03815	100.000	144	0	0	1	144	1	144	4.60e-105	293
I5593_03560	ACX60_03820	97.414	116	3	0	1	116	1	116	4.73e-82	232
I5593_03565	ACX60_03825	100.000	484	0	0	1	484	1	484	0.0	974
I5593_03570	ACX60_03830	99.905	1058	1	0	1	1058	1	1058	0.0	2149
I5593_03575	ACX60_03835	100.000	416	0	0	1	416	1	416	0.0	832
I5593_03580	ACX60_03840	100.000	208	0	0	1	208	1	208	8.37e-153	419
I5593_03585	ACX60_03845	99.854	686	1	0	1	686	1	686	0.0	1402
I5593_03590	ACX60_03850	99.692	325	1	0	1	325	1	325	0.0	663
I5593_03595	ACX60_03855	98.990	99	1	0	1	99	1	99	2.63e-68	196
I5593_03600	ACX60_03860	100.000	103	0	0	1	103	1	103	8.01e-73	208
I5593_03605	ACX60_03865	100.000	85	0	0	1	85	1	85	1.93e-58	170
I5593_03610	ACX60_03870	99.567	231	1	0	1	231	1	231	6.76e-173	471
I5593_03615	ACX60_03875	99.237	262	2	0	1	262	1	262	0.0	536
I5593_03620	ACX60_03880	100.000	423	0	0	1	423	1	423	0.0	877
I5593_03625	ACX60_03885	99.125	457	4	0	1	457	1	457	0.0	928
I5593_03630	ACX60_03890	100.000	157	0	0	1	157	1	157	3.56e-118	327
I5593_03635	ACX60_03895	90.476	126	12	0	1	126	1	126	3.22e-85	241
I5593_03640	ACX60_03900	98.925	186	2	0	1	186	1	186	1.01e-136	376
I5593_03645	ACX60_03905	99.783	461	1	0	1	461	6	466	0.0	927
I5593_03650	ACX60_03910	100.000	394	0	0	1	394	1	394	0.0	810
I5593_03655	ACX60_03915	100.000	177	0	0	1	177	1	177	5.02e-131	361
I5593_03660	ACX60_03920	100.000	217	0	0	1	217	1	217	3.59e-167	456
I5593_03665	ACX60_03925	100.000	95	0	0	1	95	1	95	2.56e-68	196
I5593_03670	ACX60_03930	100.000	628	0	0	1	628	1	628	0.0	1272
I5593_03675	ACX60_03935	98.529	68	0	1	1	67	1	68	4.97e-38	117
I5593_03680	ACX60_03940	100.000	174	0	0	1	174	1	174	3.52e-128	353
I5593_03685	ACX60_03950	100.000	310	0	0	1	310	1	310	0.0	644
I5593_03690	ACX60_03955	98.710	155	2	0	7	161	1	155	1.21e-115	321
I5593_03695	ACX60_03960	100.000	424	0	0	1	424	1	424	0.0	883
I5593_03700	ACX60_03965	99.231	130	1	0	4	133	1	130	7.55e-88	248
I5593_03705	ACX60_03970	100.000	121	0	0	1	121	1	121	2.10e-85	241
I5593_03710	ACX60_03975	100.000	611	0	0	1	611	1	611	0.0	1272
I5593_03715	ACX60_03980	100.000	236	0	0	1	236	1	236	5.44e-180	489
I5593_03730	ACX60_03985	100.000	946	0	0	1	946	1	946	0.0	1968
I5593_03735	ACX60_03990	100.000	398	0	0	1	398	1	398	0.0	806
I5593_03740	ACX60_03995	100.000	477	0	0	1	477	1	477	0.0	964
I5593_03745	ACX60_04000	100.000	388	0	0	1	388	1	388	0.0	772
I5593_03750	ACX60_04005	100.000	296	0	0	1	296	1	296	0.0	594
I5593_03755	ACX60_04010	100.000	337	0	0	1	337	1	337	0.0	692
